27011.6,287633.2,7164.5,650721.4,7611.3,10731.3,38793.4,25303.4,28204.8,9474.5,0.0,18521.3,15316.9,14729.1,17248.8,15001.6,60409.2,13675.8,25968.2,5185.1,17902.2,12467.5,12217.2,25378.0,18116.1,0,12136.8
13229.2,269111.9,33734.9,632200.0,36509.5,27341.4,30231.7,30769.1,25577.3,32001.6,35518.5,0.0,25191.4,43627.4,17234.0,43899.9,61084.4,31303.8,37251.6,31712.7,13802.1,28257.4,31961.0,28160.9,19068.5,0,45876.4
21419.6,271769.4,15954.7,634857.5,22024.3,21032.3,20858.1,8989.6,14820.2,14221.4,15920.7,21933.5,0.0,29142.2,7621.9,29414.7,42984.7,9944.4,15472.1,12637.0,12250.3,18653.9,22357.5,10061.2,21528.3,0,28096.3
34595.7,295983.1,18318.0,659071.2,7820.6,15275.8,50017.8,37991.4,43979.8,20628.1,15089.2,26871.2,29288.9,0.0,30815.6,2931.8,72144.3,26363.8,38656.1,18884.3,29001.5,20807.1,16761.8,39220.8,23801.5,0,9477.9
16964.7,269702.3,16500.8,632790.5,22278.5,16404.7,21723.8,13535.1,15685.8,14767.5,16466.8,17306.0,7957.4,29396.3,0.0,29668.8,43850.3,14069.7,20017.5,13154.7,7795.4,14026.3,17729.9,10926.8,16900.7,0,28642.4
31663.9,293051.3,19160.1,656139.4,4888.9,12344.1,47086.0,35059.6,41048.1,21317.1,12157.4,23939.4,26357.1,3377.6,27883.8,0.0,69212.6,23432.0,35724.4,15952.5,26069.7,17875.4,13830.0,36289.1,20869.7,0,10334.6
58866.6,283041.3,57120.5,646129.5,64353.0,58479.3,37109.3,36036.4,39234.9,55387.2,58969.7,59380.5,44240.1,71470.8,45068.9,71743.4,0.0,46693.6,42714.8,55369.2,49697.2,56100.8,59804.5,34447.3,58975.2,0,69262.1
28978.0,280649.4,10808.7,643737.5,18761.6,21881.6,24789.1,11299.1,20964.4,9075.5,12658.0,26575.5,8880.0,25879.4,15180.3,26151.9,46921.5,0.0,13628.7,13239.3,19808.6,20521.7,23367.6,13908.8,26170.2,0,22950.3
34126.2,284684.7,22211.9,647772.8,30164.8,33284.8,21239.5,7749.5,18956.9,20478.7,24061.1,34640.1,14063.7,37282.6,20328.5,37555.1,39027.4,12622.3,0.0,24642.5,24956.8,31360.4,34770.8,11145.5,34234.8,0,34353.5
23464.9,284086.5,11366.2,647174.6,9997.0,13117.1,35659.8,23538.9,25619.0,9632.9,3805.8,14974.6,12763.1,17114.9,14663.0,17387.4,57786.3,11911.3,24203.6,0.0,14355.5,8920.8,12624.4,24862.9,14569.4,0,15942.6
12672.6,265643.2,20140.6,628731.3,20617.4,14743.7,19476.5,19323.5,16045.5,18407.3,16913.9,15644.9,13745.9,27735.2,5788.5,28007.8,49638.8,17709.5,25806.0,13108.1,0.0,12365.2,16068.9,16715.3,10276.6,0,32282.2
19842.2,280463.8,18270.0,643552.0,8309.4,2643.1,34498.5,26309.8,28460.6,20265.2,11105.5,11351.9,20732.2,15427.2,15296.4,15699.7,56625.1,22380.1,34672.4,8938.7,13482.3,0.0,4387.6,23701.6,10946.7,0,20522.9
20764.6,283641.2,18970.8,646729.4,9010.2,1407.8,37676.0,29487.2,31638.0,20966.0,11806.3,14529.3,23909.6,16128.0,18473.8,16400.5,59802.5,23080.9,35373.2,12116.1,16659.7,8465.3,0.0,26879.0,9970.4,0,21223.7
27382.3,262195.8,27285.6,625284.0,32868.7,26995.0,11078.2,5343.3,7938.0,25552.4,29134.9,27896.2,12755.8,39986.5,13584.6,40259.0,33210.7,16000.6,15531.6,23884.9,18212.9,24616.5,28320.2,0.0,27490.9,0,39427.2
10667.5,272106.4,25542.0,635194.6,15851.0,8241.6,33226.2,28654.5,30805.2,23808.7,17981.6,5141.6,23076.8,22968.8,17641.0,23241.3,58969.7,26087.1,35136.9,14175.8,10729.8,10720.5,9711.0,26046.3,0.0,0,28064.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
39739.4,295655.1,13398.3,658743.2,14836.4,20419.6,47854.6,34364.6,40075.8,14373.5,13640.0,31012.1,27187.8,9943.7,29119.8,11673.9,69470.4,22737.0,35029.4,17675.9,33748.1,24958.3,21905.5,37760.5,28945.2,0,0.0
